Netflix VMAF_VMAF061_YYUV
D:\20152346_video_original.mp4
D:\20152346_video_receive.mp4
AVG: 91.31893921
88.50809479
85.32794952
84.47592926
84.65021515
87.21707916
85.08606720
85.11602020
85.65239716
87.77896118
86.43556976
87.18702698
86.96562195
91.03659058
88.92567444
89.62890625
89.08998108
94.48006439
90.87485504
92.21515656
91.03974152
95.79392242
92.09397125
91.95752716
91.51700592
95.07463837
91.44107819
91.73417664
90.86347961
94.21903992
90.90426636
90.43994904
89.94596100
93.76097870
89.53638458
89.69533539
89.68082428
92.81727600
89.72317505
90.23369598
89.85367584
92.95253754
89.41445160
90.45274353
89.80950165
93.41192627
89.66061401
90.09071350
90.44910431
93.53739166
89.84127045
90.35585022
90.41019440
93.62844086
90.11092377
90.61461639
90.28300476
93.84932709
90.57099915
91.14564514
90.77386475
93.59101105
90.47582245
90.62055206
90.83692169
93.86887360
90.61074829
90.86487579
90.33660126
93.82218170
90.02217865
91.30192566
90.03945923
93.90465546
90.62571716
91.41007233
90.41048431
94.09213257
90.14905548
91.55255127
90.51940155
93.65057373
90.40707397
91.14811707
90.25772858
94.06123352
90.46738434
90.38104248
90.03255463
93.56056213
89.96710968
91.25527191
90.07159424
93.88617706
91.04900360
91.38307190
90.90761566
94.01524353
90.60018158
91.32745361
91.02416229
94.09396362
90.98374939
90.65290070
90.32575989
94.02082825
90.84926605
91.49568176
90.69860840
94.10758972
90.64703369
91.20368195
89.98316956
94.20340729
90.62013245
91.15195465
90.84771729
93.79441833
90.55632019
91.09481049
90.65711212
94.02609253
91.13582611
91.22888947
90.33448792
93.88201141
90.58972168
90.69429779
90.30693817
93.74287415
90.85564423
91.46559906
90.58683014
93.83249664
91.14219666
91.50673676
91.05528259
93.69786072
90.40309143
91.28475189
90.47621155
93.88705444
90.21138763
91.15066528
90.26203918
93.68560791
90.50959778
90.78376770
90.66526031
93.84187317
90.63613892
90.21592712
90.06716156
93.79901123
90.17584991
90.91455078
90.73838043
93.61340332
90.50733185
90.80350494
90.69791412
93.84455109
89.99277496
91.35270691
90.02474976
93.51082611
90.35479736
91.16413879
90.58097076
93.76459503
90.13941193
91.71499634
90.61331177
94.57104492
91.26259613
90.72209167
90.58244324
93.67443085
90.84470367
91.07522583
90.94051361
93.51904297
90.78182220
91.18314362
90.28892517
93.85485840
90.42216492
91.98736572
90.19532013
93.53477478
91.01885223
91.21212006
90.21467590
93.93710327
90.61689758
91.33171082
90.63333893
94.19731140
91.05493164
90.63362122
91.02400970
94.08509827
91.12264252
91.78785706
90.94785309
94.08480072
90.82392120
91.56419373
90.74912262
93.76504517
91.22740936
91.87702942
90.95788574
93.98890686
90.84200287
90.97141266
90.84461212
93.86623383
90.85369873
91.03051758
90.54990387
93.57489014
90.82385254
91.40256500
90.70534515
94.10054016
90.37307739
90.71854401
90.25449371
94.00498199
90.22869110
90.77790833
90.00808716
94.32266998
90.58989716
91.15463257
90.54222107
93.96543884
90.51499176
91.64660645
90.16196442
93.88115692
90.19228363
91.43584442
90.34467316
94.06587219
90.40827942
90.94805908
90.56731415
94.17697906
91.12771606
96.91910553
90.77743530
90.76087952
89.55015564
93.87458038
89.97088623
90.56884003
90.25037384
93.62642670
90.83625031
90.98767853
89.94742584
93.20269012
90.34951782
90.64060211
90.08973694
94.09130096
90.60070801
91.07700348
90.14574432
94.00888062
90.48883057
91.33258057
90.25572968
93.70005798
89.99413300
91.12165070
89.51947784
93.92999268
89.63859558
91.26313782
89.66079712
93.67630768
90.63069916
90.87451172
90.45450592
93.82896423
89.67605591
90.46927643
89.76581573
93.20558167
89.86539459
90.85457611
89.86824036
93.53730774
89.87301636
90.90178680
90.24706268
93.91168213
91.02736664
90.36716461
90.37818146
93.96888733
90.50450134
90.44379425
90.31364441
93.30294037
89.67343903
91.28389740
90.41559601
93.45899963
90.59059906
91.41272736
90.33702850
93.93092346
90.63893127
91.22476959
90.48044586
93.75670624
90.19851685
90.83853149
89.73323822
93.45716095
90.15209198
90.28425598
89.70185852
93.53096008
89.92907715
90.93391418
89.79740906
93.53356934
89.57297516
90.93545532
90.53884888
93.33812714
90.22620392
90.22035217
89.36896515
93.61147308
89.86982727
90.62079620
90.00368500
93.62316132
90.64231873
90.79996490
90.09979248
93.68318939
90.30287170
91.20169067
89.84482574
93.92336273
90.36255646
90.92876434
90.20475006
93.80993652
90.17467499
90.88665009
90.14671326
93.30142212
89.94000244
90.89117432
90.85818481
93.98011780
90.79376221
90.83647156
89.88232422
93.43099976
90.72200775
91.41216278
90.39954376
93.86481476
90.07960510
90.80209351
89.33860779
93.49069214
89.87653351
90.87332153
89.75863647
94.01047516
90.20400238
91.05292511
89.86281586
93.78385162
89.75103760
90.76537323
89.96067810
93.80216980
90.18993378
91.28908539
90.23448181
93.53642273
89.87162781
90.92443848
90.30765533
93.90608978
90.53494263
91.21226501
90.04901123
93.82627106
89.92612457
91.08946991
89.86873627
93.72726440
90.08601379
91.16579437
90.11454010
93.71648407
89.87389374
90.77732849
89.90453339
94.10223389
89.84612274
90.85636902
89.80096436
94.01232910
90.18855286
91.42438507
90.70037842
93.79080200
90.85863495
91.47628021
90.58225250
93.26071930
90.61549377
90.97951508
90.41486359
93.83100891
90.54910278
91.11072540
90.13398743
93.56222534
90.04151154
90.65764618
90.21237946
93.70967102
89.64252472
91.01078796
90.53942871
93.79373932
90.48440552
90.67606354
89.98956299
93.50065613
90.28067780
90.88003540
89.96504974
93.95843506
89.93725586
90.86006165
90.02105713
94.11760712
90.63546753
90.78955078
90.00185394
93.71965027
90.33326721
91.00417328
90.43417358
93.44986725
91.16439056
91.20607758
90.88909149
93.23698425
90.89162445
91.46444702
91.08439636
93.91819763
91.16444397
91.32231903
90.74801636
93.79193878
90.71000671
91.42525482
90.61010742
93.92687988
90.19112396
91.68970490
90.18762970
93.71729279
90.76629639
91.43190002
90.13694763
93.60316467
90.46929932
90.74765778
89.95326233
94.08744812
91.00045776
91.40473938
90.42744446
93.69842529
89.93871307
90.80013275
90.50922394
94.22834015
90.96210480
90.97283936
90.53519440
93.65486145
90.90088654
96.57901764
89.83221436
89.65434265
89.85849762
93.50129700
89.79892731
90.41883087
90.09147644
93.54804230
89.78984070
90.25488281
89.57011414
93.36740112
90.07893372
90.35231781
90.00637817
94.08660126
90.24516296
90.40637207
90.65553284
94.07382965
90.29705048
90.94108582
90.29396820
93.67205048
90.14700317
91.00427246
90.28856659
93.37609863
90.22388458
90.73752594
89.93567657
93.56256104
89.99337769
90.85580444
89.93403625
93.68409729
90.08687592
90.88437653
89.75398254
93.82602692
89.96266937
91.12789154
89.46210480
93.84785461
89.83764648
90.42248535
89.81777954
93.83142853
89.65900421
90.47875977
89.81081390
93.00880432
90.12700653
90.69988251
89.87797546
93.73594666
89.73668671
89.77985382
89.82740021
93.44635773
90.07238007
90.44266510
89.76828766
93.64386749
90.11511993
90.69425201
89.53707886
93.69990540
90.37841034
90.73545074
90.35314178
93.68886566
90.58591461
91.07362366
90.09156036
93.63649750
89.92947388
90.91600037
90.21909332
93.61206818
89.95129395
90.89829254
90.34971619
93.84210968
89.83774567
90.82370758
90.12181091
93.74153137
89.74511719
90.18411255
90.00517273
93.72254944
