PSNR_YYUV
D:\20152346_video_original.mp4
D:\20152346_video_receive.mp4
AVG: 41.82258987
41.61544800
39.94066620
39.86762619
39.79819870
40.41004562
39.99721909
40.01230621
39.98848343
40.54393005
40.35245895
40.49223328
40.52437210
41.85994720
41.04740906
41.44489288
41.38506317
43.97872925
41.97971725
42.41731644
42.09619904
44.81691742
42.27020264
42.65432739
42.18691254
44.34077454
41.90134048
42.18557358
41.70573425
43.30621338
41.55797958
41.68308640
41.39850998
42.77509308
41.28774643
41.47310257
41.16390991
42.45439529
41.14497375
41.47870636
41.17309570
42.56565475
41.25263977
41.45080948
41.30295563
42.73067093
41.31595612
41.61067581
41.42720795
43.03418732
41.51074219
41.80462646
41.51680374
43.15670395
41.59067154
41.80034256
41.67499542
43.30595398
41.57625580
41.87552643
41.58283234
43.23960114
41.64710999
41.81748199
41.50208282
43.07685852
41.67213821
41.74251556
41.58531189
43.18521118
41.61955261
41.79437256
41.48899078
43.17902374
41.56139755
41.84280396
41.52986526
43.17550278
41.48643875
41.84397888
41.61783218
43.16601563
41.54444122
41.82353592
41.56470871
43.17356491
41.56481934
41.80634308
41.57706833
43.24541092
41.53730774
41.81575775
41.51632690
43.20222473
41.50855255
41.81416321
41.54457474
43.14471436
41.51085663
41.77922058
41.55720139
43.20120239
41.61885071
41.80769348
41.54500961
43.07497406
41.51324844
41.77074432
41.56057358
43.14440918
41.59433365
41.87578201
41.49804688
43.19131470
41.60716248
41.82673645
41.54178619
43.25189590
41.55574417
41.86292267
41.55916595
43.19683075
41.54337311
41.77616119
41.41912460
43.11402130
41.53050232
41.83324432
41.62446594
43.07340240
41.56292725
41.86614609
41.51913071
43.08311462
41.58326721
41.84103394
41.59994125
43.14083481
41.50790405
41.85546112
41.49867630
43.19935608
41.55301666
41.77406693
41.46475220
43.12892532
41.57048035
41.74025726
41.51929855
43.14948654
41.56144714
41.63261032
41.49665833
43.12290573
41.55189133
41.71176147
41.47310257
43.07597733
41.47807312
41.75434494
41.56984329
43.11607361
41.57578278
41.82384491
41.51681519
43.09610367
41.54476929
41.81565857
41.56309128
43.15191650
41.51524353
41.81362152
41.47605896
43.14464188
41.51731110
41.70652008
41.42769241
43.09747696
41.53904724
41.70864868
41.40707397
42.99911118
41.54452896
41.73486710
41.43811035
43.14843750
41.48361588
41.80241013
41.54861069
43.10939026
41.52379608
41.79210663
41.52766800
43.12995529
41.48670197
41.73027039
41.50725937
43.02169800
41.55276871
41.75442123
41.48792648
43.13125610
41.51444244
41.75892639
41.60829163
43.13773346
41.50223160
41.80757141
41.51420975
43.06996918
41.50421906
41.83002472
41.51670837
43.10628891
41.51324463
41.82343292
41.56045914
43.07617569
41.51189804
41.80363464
41.59626389
43.04961395
41.61373138
41.75740051
41.53091431
43.07528687
41.48857117
41.69812012
41.38328552
43.08364105
41.51506805
41.74865723
41.40290070
43.06575012
41.45935822
41.70705795
41.42402267
43.04031372
41.53048706
41.79993439
41.48580551
43.05784225
41.44791031
41.76288986
41.49243164
43.02109528
41.43406677
41.74154282
41.49152374
43.04704285
41.61366272
45.95857239
41.26378632
41.29707336
41.01620483
42.75361633
41.18299103
41.35398102
41.17214203
42.82138824
41.27238846
41.49533844
41.18172073
42.72533417
41.28552246
41.47366333
41.32774353
42.79171371
41.34683609
41.55163193
41.22686005
42.88471985
41.29800415
41.51394272
41.31196594
42.87397766
41.28409576
41.55036163
41.33403015
42.82508469
41.30025482
41.59978867
41.32994843
42.92779541
41.35685349
41.69849777
41.39739990
43.01515961
41.42627716
41.60293579
41.36235809
42.89306641
41.42317963
41.75602722
41.44275284
42.95278168
41.39564896
41.66385651
41.31644440
42.92864227
41.45787048
41.48247147
41.43692017
42.93759155
41.41048431
41.56665421
41.37030792
42.85408783
41.38654709
41.68775177
41.40140152
42.90018082
41.40438461
41.65229797
41.35511780
42.88671875
41.48095703
41.62880707
41.42336273
42.88503265
41.39265060
41.56000137
41.34179688
43.00587082
41.43667221
41.57945251
41.37783813
42.89641953
41.33454132
41.65988922
41.44818115
42.94900894
41.41607666
41.58087158
41.40455246
43.02565002
41.47062302
41.65319061
41.34384537
42.93487167
41.42469788
41.68739319
41.38590240
42.95571136
41.36985016
41.50886154
41.43987274
42.90679169
41.42654419
41.64071655
41.43563843
42.98934937
41.48017120
41.66269684
41.39860153
42.93270111
41.37392426
41.67986298
41.40449524
42.86379242
41.40986633
41.69955826
41.41792297
43.01648712
41.51821518
41.70420074
41.36660767
42.91560364
41.38164139
41.69038773
41.38143539
42.95217133
41.38233185
41.62393570
41.27544403
42.96245575
41.42999268
41.72252274
41.42240524
42.97676849
41.41527557
41.59559631
41.36546707
42.99357605
41.40367889
41.65837097
41.47343063
42.98036194
41.38456726
41.70715332
41.44486237
42.99468231
41.44110870
41.61263275
41.33230591
42.95757294
41.50180435
41.75297546
41.39479065
43.00769424
41.46551514
41.64149857
41.42032242
42.93730927
41.44668961
41.70128250
41.43645477
43.05888748
41.47834778
41.73803711
41.49726868
43.00426865
41.45809555
41.71083450
41.38851929
43.04115677
41.41373444
41.76285172
41.50111771
43.02946091
41.45027161
41.75165558
41.41773987
42.97637939
41.51235962
41.69740295
41.42097855
42.98070908
41.41807556
41.73458481
41.43899918
43.00232697
41.43798065
41.76405334
41.43415451
43.01424026
41.42726898
41.65831757
41.42160797
43.01407623
41.45117188
41.77465057
41.32818222
42.99079895
41.43551254
41.79065704
41.44199753
43.08692551
41.46783447
41.74586868
41.40531158
43.08069229
41.57263184
41.65304184
41.45774460
43.09390259
41.51057434
41.72464371
41.47700882
43.03696442
41.43294525
41.72216034
41.49921417
42.99483871
41.48631287
41.67781448
41.47328949
43.08193207
41.58403397
41.75344467
41.51770020
43.00359344
41.50371170
41.79241180
41.51077271
43.09387589
41.54872513
41.78471375
41.54417419
43.03749084
41.50946808
41.75743484
41.54803467
43.06268692
41.45412064
41.66223145
41.49670029
43.14324188
41.52941895
41.85928345
41.49579620
43.03972626
41.47873688
41.68432236
41.44336319
43.04142380
41.55586624
41.75168610
41.50252533
43.06866074
41.61003876
46.05509949
41.20298004
41.27398682
41.10194397
42.77787781
41.26625443
41.44630051
41.23816681
42.88773346
41.34261322
41.57454681
41.21736145
42.91112518
41.33963776
41.59198761
41.31279755
42.87037277
41.32674408
41.61634064
41.34349442
42.95658493
41.37183762
41.62455750
41.32710266
42.95771027
41.35309219
41.58938980
41.34603119
42.89006042
41.45705795
41.52597427
41.39427567
42.89039612
41.46282196
41.65229416
41.34062958
42.93655396
41.45439148
41.59040070
41.34086990
42.98855209
41.34391022
41.57893753
41.31417847
42.94644928
41.47124481
41.62910461
41.39671326
42.95611572
41.34543610
41.61314011
41.37963104
42.90525818
41.36061859
41.60387421
41.35170364
42.92922592
41.39908218
41.56568909
41.38963699
43.00826263
41.44172287
41.61962891
41.34294510
42.98547745
41.38222504
41.66826248
41.38321686
42.84496307
41.42837524
41.69956589
41.36507416
42.95838928
41.43219757
41.70191193
41.39945602
42.89293289
41.39226913
41.63153076
41.38736725
42.90731430
41.32867813
41.67766571
41.40940094
42.99922943
41.33316422
41.56727600
41.32702637
42.96627808
41.35087967
41.61288834
41.37932205
42.94036865
41.36108780
