SSIM_YYUV
D:\20152346_video_original.mp4
D:\20152346_video_receive.mp4
AVG: 0.9723638296
0.9714766741
0.9629333019
0.9627960920
0.9617750049
0.9652871490
0.9632665515
0.9634125233
0.9629670382
0.9655371308
0.9647364020
0.9657701850
0.9657355547
0.9716597795
0.9685344696
0.9713496566
0.9711019993
0.9796690941
0.9741209745
0.9761838913
0.9752212167
0.9824753404
0.9756036401
0.9769756198
0.9754108787
0.9807260036
0.9735868573
0.9746816158
0.9723395109
0.9769449234
0.9712156057
0.9715926647
0.9703428745
0.9749146700
0.9694331288
0.9703815579
0.9688784480
0.9735049009
0.9688742161
0.9707501531
0.9690060616
0.9740671515
0.9696050286
0.9704739451
0.9699943066
0.9748876095
0.9701557755
0.9713751078
0.9703310728
0.9761006236
0.9710749984
0.9724128246
0.9707509279
0.9767718315
0.9714854956
0.9726310372
0.9718856215
0.9770312309
0.9714249969
0.9727395177
0.9717015624
0.9768698812
0.9715295434
0.9722275138
0.9709350467
0.9762072563
0.9718642235
0.9726001024
0.9715446830
0.9765653610
0.9714128971
0.9725668430
0.9712640047
0.9766589999
0.9710922837
0.9722654223
0.9710444808
0.9763610363
0.9709528685
0.9724490047
0.9715555906
0.9765732884
0.9712838531
0.9723294973
0.9711164236
0.9763855934
0.9710955024
0.9726438522
0.9715026617
0.9766938686
0.9712917209
0.9723060131
0.9713343978
0.9764918089
0.9709939361
0.9725744128
0.9713390470
0.9762866497
0.9709626436
0.9721341133
0.9711830616
0.9768523574
0.9714388251
0.9723884463
0.9715994596
0.9762303233
0.9710515141
0.9723076820
0.9714957476
0.9764270186
0.9712115526
0.9728221893
0.9708129168
0.9767334461
0.9713364244
0.9724299908
0.9708142281
0.9769169092
0.9711178541
0.9722951651
0.9712672830
0.9767960310
0.9707098007
0.9723133445
0.9704903364
0.9762117267
0.9709784389
0.9725134373
0.9717524648
0.9763309360
0.9711906314
0.9726415277
0.9707898498
0.9763202071
0.9713997841
0.9723880887
0.9720258713
0.9765922427
0.9712070823
0.9725468755
0.9707843661
0.9766161442
0.9712074995
0.9724707603
0.9713931084
0.9767488241
0.9709860086
0.9721761346
0.9711204171
0.9766739607
0.9713161588
0.9718567133
0.9714575410
0.9764373302
0.9712095857
0.9722976089
0.9708709717
0.9762098193
0.9707434177
0.9720085263
0.9711889625
0.9765942693
0.9713058472
0.9726903439
0.9713902473
0.9763951898
0.9709877372
0.9722537398
0.9712748528
0.9766298532
0.9711737037
0.9723583460
0.9712578654
0.9760937095
0.9712533951
0.9721052051
0.9707314372
0.9761076570
0.9713824391
0.9721938968
0.9705573320
0.9760240316
0.9711523652
0.9725303054
0.9705132246
0.9766543508
0.9708822966
0.9722338319
0.9707947969
0.9764891863
0.9713265896
0.9722597003
0.9710323811
0.9761530757
0.9710409641
0.9723533392
0.9710038900
0.9760425091
0.9713243246
0.9724204540
0.9712527394
0.9763348699
0.9710003138
0.9719824791
0.9716336727
0.9766042233
0.9712945819
0.9725668430
0.9712668061
0.9760983586
0.9711535573
0.9727402925
0.9712128639
0.9764891267
0.9711518288
0.9728401303
0.9715424180
0.9763048887
0.9711254835
0.9725541472
0.9714432955
0.9762156606
0.9719197154
0.9721648097
0.9710767865
0.9761716723
0.9710336328
0.9723576307
0.9708186984
0.9764853120
0.9714062214
0.9723002911
0.9710807204
0.9763464928
0.9711902142
0.9721830487
0.9710016251
0.9762452841
0.9717598557
0.9729712605
0.9710786343
0.9764054418
0.9708361030
0.9725465178
0.9712055326
0.9760317802
0.9710139036
0.9726670384
0.9713193774
0.9761623740
0.9721812606
0.9858859777
0.9698680639
0.9701761007
0.9685782194
0.9751462936
0.9693891406
0.9702889919
0.9698176980
0.9754382372
0.9699109197
0.9712570310
0.9695981741
0.9752184749
0.9700269699
0.9710543156
0.9700486064
0.9754483104
0.9705530405
0.9715039134
0.9700009823
0.9757573009
0.9697235227
0.9709953070
0.9703435302
0.9755890369
0.9700143337
0.9713020921
0.9699998498
0.9754390717
0.9700025320
0.9718772769
0.9706652761
0.9759397507
0.9705757499
0.9722607136
0.9704905152
0.9761998057
0.9709647894
0.9722249508
0.9704847932
0.9758610129
0.9705321789
0.9724479914
0.9707038999
0.9759092331
0.9704781175
0.9718375802
0.9703131914
0.9759262204
0.9709065557
0.9716916084
0.9708107710
0.9760950804
0.9707714915
0.9714576006
0.9705063701
0.9755817056
0.9706609845
0.9718269706
0.9704055190
0.9756582975
0.9709112644
0.9717393517
0.9706823230
0.9758493900
0.9710163474
0.9717434645
0.9706743956
0.9760321975
0.9705974460
0.9717025757
0.9704782367
0.9759353399
0.9713267088
0.9714641571
0.9704532623
0.9756918550
0.9703965783
0.9719312787
0.9712916017
0.9758306742
0.9710151553
0.9718090892
0.9706912041
0.9761559963
0.9708024859
0.9718049765
0.9706139565
0.9756658673
0.9707656503
0.9726587534
0.9706922770
0.9759826064
0.9704127312
0.9712041616
0.9707329869
0.9758534431
0.9706412554
0.9719334841
0.9711306095
0.9759821892
0.9711426497
0.9720339179
0.9712865949
0.9756841660
0.9705950618
0.9721098542
0.9709033966
0.9756824374
0.9710714817
0.9724918604
0.9708077908
0.9763680696
0.9710456133
0.9723892808
0.9705979228
0.9758214355
0.9708307385
0.9720000625
0.9707303643
0.9757475257
0.9706479907
0.9715945125
0.9701981544
0.9762735963
0.9707433581
0.9721959233
0.9708113670
0.9757806063
0.9707394242
0.9713502526
0.9705360532
0.9761104584
0.9706209302
0.9719967246
0.9709811211
0.9761228561
0.9703093767
0.9720067382
0.9706599116
0.9760414362
0.9710219502
0.9713324904
0.9705002904
0.9761959314
0.9709983468
0.9722256660
0.9703757763
0.9760823250
0.9705526829
0.9718247652
0.9707077742
0.9756470919
0.9708095789
0.9721830487
0.9709633589
0.9761056304
0.9708781838
0.9720967412
0.9710832238
0.9757969975
0.9707782865
0.9720960855
0.9708250761
0.9760049582
0.9709228873
0.9721756577
0.9707641602
0.9760069847
0.9706705809
0.9721665978
0.9704678059
0.9760353565
0.9712706804
0.9720593691
0.9708231091
0.9757047892
0.9707558155
0.9718552828
0.9707378149
0.9759092331
0.9705075622
0.9721490145
0.9706440568
0.9760309458
0.9707605839
0.9720800519
0.9705162048
0.9757586122
0.9711239338
0.9724595547
0.9703814387
0.9758757353
0.9708741307
0.9723881483
0.9707052708
0.9763564467
0.9709293842
0.9727870226
0.9707819819
0.9765194058
0.9717056155
0.9717200398
0.9712897539
0.9762483239
0.9711192250
0.9717487693
0.9708713293
0.9761074781
0.9707264304
0.9722415805
0.9708933234
0.9760556817
0.9707717896
0.9718833566
0.9707941413
0.9762371182
0.9715062976
0.9722293019
0.9712297916
0.9759545922
0.9712533355
0.9725033045
0.9709269404
0.9763791561
0.9714205861
0.9724851847
0.9713925123
0.9763340950
0.9709938765
0.9722015262
0.9711578488
0.9761986732
0.9712432027
0.9716808200
0.9711403251
0.9767072201
0.9712599516
0.9730130434
0.9712248445
0.9762410522
0.9712848663
0.9722573757
0.9709450603
0.9762393236
0.9714735746
0.9721827507
0.9710870981
0.9765305519
0.9724206328
0.9861651659
0.9697717428
0.9704327583
0.9691039324
0.9752174020
0.9697322249
0.9707562327
0.9696664214
0.9757009149
