PSNR_VYUV
D:\20152346_video_original.mp4
D:\20152346_video_receive.mp4
AVG: 44.73199463
45.01489258
43.12028503
43.30403900
43.15986633
43.87012100
43.16055298
43.15720367
43.15553284
44.01116943
43.43741989
43.73941040
43.50389862
44.90153503
44.02700806
44.64385223
44.59089661
46.46221161
45.15926743
45.47792435
45.32953644
46.95438004
45.34820938
45.75956726
45.34946442
46.63661194
45.08779907
45.31127167
44.78398895
45.89045715
44.50831604
44.65095139
44.37105179
45.43485260
44.21917725
44.45246887
44.22559357
45.20391846
44.04136276
44.19107819
44.08428955
45.22399521
44.18166351
44.46903229
44.19562531
45.34743881
44.34902573
44.53403091
44.36441422
45.52381897
44.43847656
44.71473312
44.32527542
45.64188004
44.61791229
44.63868713
44.41053391
45.74527740
44.66426849
44.91532135
44.55731201
45.75573730
44.49870300
44.76018906
44.44345474
45.75214005
44.58604431
44.77643585
44.44664764
45.69076920
44.45462036
44.73861694
44.43451309
45.66396713
44.58419418
44.73186493
44.34261322
45.65957642
44.50201035
44.78710175
44.45865250
45.53882980
44.51692200
44.80896759
44.35558701
45.75930786
44.39390182
44.72987747
44.46040344
45.60369492
44.40429688
44.77001190
44.52100754
45.56026840
44.53570938
44.61554718
44.44046021
45.74851227
44.49806213
44.79491425
44.57912445
45.58493042
44.44447327
44.73041916
44.46317291
45.53173447
44.50802231
44.79963684
44.43077469
45.55930328
44.65608215
44.78427887
44.54407120
45.68887329
44.44943237
44.75192642
44.45496368
45.67853928
44.55801010
44.66617966
44.31070328
45.57022858
44.68593597
44.70200348
44.38112640
45.63674927
44.45499039
44.67565918
44.39835358
45.66652679
44.42058182
44.72718811
44.43311310
45.54048157
44.50897598
44.66997528
44.53155899
45.66466904
44.52051163
44.82909775
44.49779510
45.61540222
44.64035416
44.84876251
44.41764832
45.82378769
44.68680573
44.68962097
44.32424164
45.78592300
44.47514343
44.81344604
44.42564011
45.77680206
44.54780960
44.76050568
44.51797867
45.76337433
44.34601593
44.91464615
44.44454575
45.68184662
44.60641479
44.81065750
44.52494812
45.66271973
44.58969498
44.81220627
44.58522034
45.64784622
44.43323517
44.61662674
44.57328796
45.74485397
44.59184647
44.69190216
44.30107117
45.73028564
44.54256058
44.68738937
44.26186371
45.61870193
44.50431442
44.62413406
44.43770599
45.66810226
44.51815033
44.67900848
44.29950333
45.53966904
44.43693161
44.75109100
44.37126160
45.71511841
44.49950790
44.78435516
44.37648010
45.59911728
44.47328949
44.69259262
44.45113373
45.64678955
44.42472458
44.66971970
44.52108002
45.51343536
44.58404541
44.60018921
44.42321014
45.54421997
44.34580994
44.59896088
44.44028854
45.62638092
44.39060211
44.74649811
44.58861923
45.71979141
44.53612900
44.66434479
44.50566101
45.59551620
44.53910065
44.70300674
44.45304871
45.66970444
44.49906921
44.63072205
44.45758438
45.58707428
44.61018372
44.76412201
44.34022903
45.59986877
44.44222260
44.71557999
44.57730103
45.53182983
44.44926834
44.89234924
44.55418396
45.58650589
44.43429947
44.62395477
44.48472977
45.51758575
44.45588684
44.68946457
44.45746613
45.61486816
44.87828827
49.00938416
44.30118561
44.56424713
44.18088531
45.32683945
44.19813538
44.51721573
44.24242020
45.54973984
44.33557510
44.55863190
44.35371399
45.55792236
44.30599213
44.62857819
44.31798553
45.61321640
44.38029480
44.68534470
44.36069107
45.60606384
44.48700333
44.44551468
44.33463287
45.52152252
44.34886169
44.49517059
44.23091125
45.41211700
44.32720566
44.63403320
44.36641312
45.66037750
44.31446075
44.76448441
44.36943054
45.59485626
44.40105820
44.84963989
44.40379333
45.54977036
44.46559906
44.83266830
44.45081711
45.48385620
44.54367828
44.64950562
44.42879486
45.45471573
44.40942764
44.52162170
44.63592911
45.67779922
44.52788544
44.65912628
44.34436417
45.53058624
44.37307358
44.70912552
44.44403839
45.53273010
44.44321442
44.56491852
44.44042969
45.60881805
44.61305237
44.66093445
44.42279816
45.62403107
44.37566757
44.63302231
44.51170349
45.62038040
44.41437531
44.59863663
44.47314835
45.56343079
44.43576813
44.68841553
44.48253632
45.61825562
44.51482773
44.56034088
44.47258377
45.56058502
44.44759369
44.77617264
44.38064957
45.54877472
44.64088821
44.70950699
44.42568970
45.59135437
44.33198929
44.55915070
44.46735382
45.53970337
44.37597656
44.70220947
44.57592773
45.68951416
44.47936249
44.81739807
44.60172272
45.67837524
44.53565979
44.81813812
44.39371109
45.64054108
44.32445145
44.65290451
44.46708679
45.66780853
44.40693283
44.73830795
44.37688446
45.57930374
44.37271500
44.76125717
44.29613113
45.51690674
44.54791260
44.66462708
44.40892792
45.62345886
44.49262619
44.77449799
44.50718689
45.50409698
44.58114624
44.77549744
44.48075104
45.56349182
44.46003342
44.71130753
44.34601593
45.70928574
44.29431152
44.71189880
44.27671814
45.62844849
44.31960678
44.55425644
44.41183090
45.51848602
44.45307159
44.85054016
44.42181015
45.51898193
44.28828430
44.81447601
44.48180389
45.46578217
44.41764832
44.65356827
44.50465775
45.67815399
44.37580872
44.53415298
44.46404266
45.55432892
44.23815155
44.73926544
44.44176102
45.50462341
44.37743378
44.75392151
44.46616364
45.61743164
44.54521179
44.69392395
44.38845062
45.55070877
44.31340027
44.74089813
44.35575485
45.40058136
44.44953537
44.69707489
44.47475433
45.61904907
44.42474747
44.61982346
44.43270111
45.47638702
44.42163849
44.62499237
44.42012405
45.52863312
44.42906189
44.78181839
44.43949127
45.62307739
44.28366089
44.70791245
44.47716522
45.66810226
44.33060074
44.74592590
44.42949677
45.67647934
44.55537796
44.82447052
44.49551392
45.62453842
44.33515167
44.71950150
44.55033875
45.60650635
44.48883438
44.61574554
44.51082230
45.66306686
44.32525253
44.70791245
44.35473633
45.53562164
44.43253326
44.67476654
44.55970001
45.62257385
44.55202484
44.70683670
44.46613693
45.77857971
44.46993256
44.72138214
44.47904587
45.69022369
44.54652405
44.75852585
44.43511963
45.68684006
44.52428436
44.71676636
44.52524185
45.72031021
44.45642090
44.66421509
44.44875717
45.53478241
44.44207764
44.67216873
44.49926376
45.67349243
44.73657608
44.72951508
44.57820129
45.75164795
45.02353668
49.10910034
44.44849014
44.30151367
44.21657944
45.46293640
44.29185486
44.50404739
44.21922302
45.56164551
44.33107376
44.63461304
44.33989716
45.48225784
44.21327591
44.52482605
44.28611374
45.60097504
44.41416168
44.61778259
44.50883484
45.59829330
44.47769928
44.57727432
44.32489777
45.45062637
44.40556335
44.61481094
44.36988449
45.46189880
44.28494263
44.66546631
44.26068115
45.45777130
44.27967453
44.67481995
44.53232574
45.57120514
44.40955353
44.78673935
44.48761368
45.58216476
44.41132355
44.75735474
44.35826874
45.51780319
44.44885635
44.68115234
44.36508179
45.61749268
44.49018097
44.70557404
44.43729401
45.65177536
44.59520340
44.74121094
44.36976624
45.65033340
44.51148605
44.73592758
44.36631775
45.62117767
44.52391052
44.68130493
44.35817337
45.51136398
44.33909607
44.54553223
44.58286667
45.63853455
44.32697296
44.65443039
44.27197266
45.51982117
44.64299011
44.63302231
44.52388763
45.53285599
44.47760773
44.56280136
44.37771606
45.56142807
44.40273666
44.66152191
44.45884705
45.52263641
44.43113708
44.58696747
44.39323425
45.70029449
44.40074921
44.70375061
44.37580872
45.71398163
44.57685089
