PSNR_UYUV
D:\20152346_video_original.mp4
D:\20152346_video_receive.mp4
AVG: 44.69506836
45.01682281
42.99718857
42.91528702
42.75303650
43.55210114
42.94268036
43.02797318
42.82727051
43.87359619
43.32710266
43.32893753
43.35612488
44.73168182
44.05408478
44.43895721
44.41598892
46.20267487
45.03960419
45.38780975
45.19395828
46.94662476
45.33586502
45.51551056
45.09577942
46.49747467
44.95520020
45.17556000
44.65760803
45.64845276
44.55972290
44.55331802
44.20095062
45.26115799
44.12387466
44.33062744
43.98331070
45.07169342
44.06939697
44.32555771
44.13771820
45.16798019
44.07817459
44.29681396
44.14997864
45.22903442
44.18122864
44.49221039
44.27877045
45.36941910
44.35236359
44.58137131
44.40372086
45.59337234
44.40266418
44.76649475
44.55266953
45.62396622
44.45564270
44.74304962
44.54226685
45.65017700
44.44116211
44.70287704
44.31199646
45.54798889
44.41192627
44.73163223
44.55738449
45.56668854
44.51224899
44.70763397
44.48756790
45.55282974
44.34337234
44.59167099
44.44478989
45.52633286
44.47633743
44.56447220
44.33354950
45.64768982
44.51736450
44.88843536
44.54412079
45.50348282
44.50235367
44.70912552
44.52914429
45.52943802
44.34516907
44.64760208
44.48451233
45.58311081
44.44551468
44.48212051
44.32438278
45.54319000
44.46018219
44.58841705
44.55850601
45.61508560
44.52761078
44.60990906
44.32066345
45.43302917
44.43439484
44.65298080
44.48764038
45.53350830
44.53724289
44.70971680
44.43132782
45.47464371
44.33477402
44.55490494
44.39399719
45.50703430
44.40827942
44.60199738
44.40168381
45.52245331
44.34606552
44.55383682
44.43922424
45.55870438
44.38093567
44.50821686
44.39962387
45.54465485
44.49882507
44.55801010
44.39799500
45.50422287
44.40769958
44.63127518
44.41231155
45.57788849
44.47836304
44.68235397
44.46591949
45.60736084
44.39474106
44.75106812
44.46168900
45.54733658
44.45875168
44.76972580
44.47877884
45.62895203
44.31483841
44.57812500
44.52733994
45.51901245
44.37425995
44.59903717
44.36154175
45.47430420
44.35895538
44.77520370
44.37297821
45.60505295
44.46205139
44.70477676
44.47602081
45.67375183
44.41346741
44.84809494
44.48055649
45.49182510
44.37595367
44.74979401
44.44892883
45.44047928
44.49206543
44.72879028
44.44873428
45.41205597
44.67938995
44.63696289
44.42546844
45.39241409
44.31291199
44.55217361
44.29790878
45.44794464
44.39483643
44.65999603
44.45047760
45.51290894
44.44026566
44.62794495
44.39796829
45.35184860
44.55482864
44.66266632
44.38800049
45.57857895
44.48173141
44.66457367
44.42470169
45.47105408
44.41887283
44.58736801
44.47302246
45.50978851
44.49522018
44.63145447
44.31215668
45.31076813
44.37457275
44.58674622
44.36681747
45.47516251
44.41632080
44.53941727
44.36641312
45.51331329
44.33555222
44.45549774
44.50883484
45.49694061
44.36460495
44.62272263
44.30287170
45.41704559
44.42007446
44.60327530
44.50024414
45.56158447
44.44333649
44.64342117
44.38472748
45.57600403
44.41649628
44.76876068
44.40791702
45.50308228
44.55135727
44.81603241
44.39148712
45.60012436
44.51384735
44.69940948
44.53298950
45.51650238
44.36503601
44.87657547
44.60257721
45.46100998
44.84114838
48.96667480
44.44810486
44.41522217
44.22952652
45.30353928
44.31869125
44.56758118
44.28877258
45.41335678
44.31060791
44.41707230
44.27772141
45.35814285
44.18423462
44.45850754
44.23256683
45.33595276
44.34971237
44.67020416
44.29257965
45.33330917
44.40144348
44.57233810
44.15828705
45.41735077
44.50542068
44.52460480
44.27671814
45.63274002
44.34873962
44.73357391
44.40902328
45.56528091
44.21674347
44.50873566
44.39196777
45.54191208
44.42961884
44.52251053
44.38922119
45.42004395
44.40669632
44.57904816
44.40093994
45.51093292
44.37852859
44.45773315
44.36745453
45.48234940
44.19304276
44.55664063
44.42814255
45.48231506
44.39593887
44.64531708
44.36285019
45.56158447
44.38251114
44.60009003
44.30899048
45.40715790
44.30584717
44.53810883
44.30226135
45.34014130
44.43709946
44.54021072
44.40853882
45.45438385
44.45438385
44.64839172
44.27914047
45.49342728
44.51682281
44.50186157
44.41978836
45.42999268
44.28536224
44.51637650
44.44473648
45.36035538
44.35131836
44.55051422
44.43009949
45.47832489
44.21339035
44.69261551
44.34893036
45.55405045
44.40511322
44.60691833
44.35383224
45.42525864
44.38239288
44.51728821
44.34959412
45.35626221
44.39205933
44.67357254
44.33441925
45.52437592
44.36544037
44.68337631
44.48443985
45.48317719
44.34346771
44.64775467
44.43719482
45.14724731
44.40422440
44.61091614
44.43441772
45.50233841
44.42983246
44.72724152
44.31316757
45.49977875
44.32960892
44.51605988
44.40086746
45.57340240
44.44544220
44.64661407
44.31370544
45.39361954
44.37542725
44.58919525
44.29568863
45.35554886
44.40070343
44.55388641
44.40139771
45.54085159
44.46302414
44.64691544
44.39641571
45.45517349
44.42440796
44.65267563
44.40406036
45.54755783
44.36814880
44.54560852
44.26807022
45.45819855
44.47594452
44.60868073
44.53912354
45.42371368
44.56235886
44.73465729
44.33897400
45.36861038
44.35653687
44.68130493
44.35191727
45.49820328
44.43724060
44.59307098
44.34812546
45.47050476
44.43869019
44.63681030
44.31829071
45.43367004
44.34193039
44.58679199
44.43704987
45.54630661
44.43915558
44.63853455
44.33604813
45.49348831
44.32043076
44.56937408
44.42783356
45.39533615
44.18377686
44.50193405
44.27343750
45.40586090
44.38413239
44.66383362
44.22248840
45.44449615
44.31324005
44.56608582
44.38114929
45.37376404
44.42612076
44.65605927
44.35348129
45.49243927
44.34782028
44.62365723
44.45273590
45.59680939
44.39081573
44.49230957
44.34327698
45.53475189
44.47707367
44.60817337
44.43352509
45.56624985
44.50797272
44.56103897
44.27795410
45.54512405
44.43680573
44.49997330
44.43135071
45.54156876
44.41723633
44.52453232
44.36736298
45.49281311
44.40266418
44.68122864
44.43236923
45.46997833
44.36220551
44.66133881
44.35636902
45.56662750
44.54979324
44.64377594
44.35765076
45.62695313
44.53212738
44.61033249
44.54743958
45.48320770
44.36403656
44.51571655
44.21619034
45.51105499
44.47845840
44.55053711
44.34713364
45.56033325
44.46015930
44.63716888
44.35456848
45.51650238
44.64826202
44.71561050
44.33368683
45.58307648
44.83852005
49.15796661
44.52189636
44.45894241
44.23074722
45.47163391
44.32522583
44.61083984
44.49781799
45.55942535
44.36710358
44.68751907
44.16595078
45.45511246
44.39890289
44.64641190
44.20983887
45.56148911
44.28086853
44.54545593
44.20726776
45.34728622
44.44670105
44.61126709
44.41356277
45.50132370
44.30027390
44.67959595
44.46411514
45.64430237
44.49913788
44.54838181
44.36553574
45.38435364
44.26189041
44.53785706
44.28993988
45.42756653
44.36874390
44.70215607
44.33564758
45.51668549
44.38785553
44.65986633
44.30060577
45.55326843
44.43741226
44.49568939
44.22472000
45.47761917
44.54159546
44.61091614
44.50110626
45.46223450
44.47587585
44.65234756
44.42048645
45.42425537
44.28905487
44.54679489
44.56037140
45.40966415
44.34601593
44.63461304
44.29517365
45.42762375
44.42455292
44.73352051
44.35938263
45.39518356
44.43029022
44.66821671
44.42781067
45.35486221
44.33940125
44.75984955
44.33826828
45.42838669
44.36855316
44.79525757
44.52640533
45.46752930
44.38864136
44.71867371
44.41800690
45.44797516
44.40034485
44.57390594
44.41629791
45.44343567
44.27360153
44.66329956
44.48075104
45.59305573
44.38890839
